id,name,description,price,original_price,discount,offer
3548,KAMASA,Set Juego De Llaves Punta De Corona 9 Piezas Kamasa Km6451,$ 12.500,$ 15.990,-22%,True
3549,STANLEY,Azadilla 3 puntas mango telescopico,$ 9.990,,,False
3550,GENERICO,Llave Ganzua Laucha Destapador Cañaria 5mts 8mm Toolmak,$ 6.990,$ 8.990,-22%,True
3551,MAKITA,Disco de sierra circular 6 1/2" 24 dientes,$ 12.990,,,False
3552,CEYS,Cinta selladora baño y cocina 22mm x 3_35 m,$ 12.990,,,False
3553,MAKAWA,Pack 4 Prensas Esquinera Escuadra Para Unir Madera / Makawa,$ 14.990,$ 29.990,-50%,True
3554,FIXSER,Kit cáncamos y ganchos acero cincado,$ 3.790,,,False
3555,TOTAL TOOLS,Set Juego Brocas Para Metal 19 Piezas,$ 11.990,$ 18.400,-35%,True
3556,MAKAWA,Juego De Mini Escobillas 175mm 3 Piezas Makawa Mk-0825,$ 3.500,$ 4.990,-30%,True
3557,UBERMANN,Grampas 25 mm 1000 piezas,$ 3.051,,,False
3558,F3C,Espaciador con tomador 2mm 1000 unidades (bolsa),$ 7.690,,,False
3559,NORTON,Lija Microfina Pulido Al Agua Grano 2000 5un. Norton,$ 6.390,,,False
3560,GENERICO,Pack 2 Prensa Tipo C 5 Pulgadas Toolmak,$ 11.500,$ 17.990,-36%,True
3561,OREGON,Cadena para motosierra 3/8" 18",$ 19.190,,,False
3562,DEWALT,Broca para porcelanato 1/2" 80 mm diamantada,$ 17.990,,,False
3563,GENERICO,Juego De Llaves Chicharras Curvas 5 Piezas Crownman,$ 16.500,$ 22.990,-28%,True
3564,NITRO,Corta Cartón Nitro Aluminio Auto Retráctil + 10 Repuestos,$ 11.200,,,False
3565,OFERTABKN,Destornillador Precisicion 5 En 1. Para Celulares Y Otros,$ 3.990,$ 5.990,-33%,True
3566,GENERICO,Nivel laser 12 líneas autonivelante 360 cruz + estuche TQ12,$ 108.990,$ 199.990,-46%,True
3567,TOTAL,4 Hojas Para Sierra Sable_ Uso En Metal. Marca TOTAL,$ 11.400,,,False
3568,SOMAR,Prensa Carpintero Tipo Sargento 125cm Tipo T SOMAR,$ 41.990,$ 73.990,-43%,True
3569,ALTERNATIVE,Transpaleta Manual 3 Toneladas,$ 239.990,$ 270.000,,False
3570,GENERICO,Plata Brocas Extractoras Removedor Tornillos Pernos Rodados 6 Pcs,$ 2.890,$ 6.990,-59%,True
3571,GENERICO,Kit De Instalación Para Fijación De Toldo Vela,$ 4.790,$ 12.990,-63%,True
3572,PUNTO STORE,Pistola De Aire A Presión Destapa Cañerías E Inodoros - PuntoStore,$ 55.470,,,False
3573,GENERAC,Juego Llave Combinada Punta Corona 11 Pcs,$ 9.390,$ 18.390,-49%,True
3574,GENERICO,Tapa Tornillo Inoxidable Embellecedor 12un,$ 10.000,,,False
3575,GENERICO,Cortador De Botellas De Vidrio 5 Ruedas + Kit Accesorios,$ 44.990,$ 50.000,,False
3576,OLFA,CUCHILLO TIPO RASPADOR DE VIDRIO,$ 23.190,,,False
3577,ROSSI,Kit de Motor Dz4 Turbo Rossi 17mmin,$ 289.990,,,False
3578,GENERICO,Escuadra Talon Rápida 7 Pulgadas De Aluminio,$ 4.890,$ 9.990,-51%,True
3579,KUANGYE,Iman Neodimio Con Gancho Para Pesca Con Imán 40 Kilos,$ 10.290,$ 25.725,-60%,True
3580,CITYSHOP,Deck Hight Tech WPC pack 5 unidades gris 90X30X2.5 c/u (1_35m2),$ 94.490,,,False
3581,OLFA,REPUESTO CUCHILLO SK-4 GRANDE 50 UNIDADES,$ 51.290,,,False
3582,OLFA,REPUESTO HOJA TRAPEZOIDAL CON PUNTAS REDONDEADAS 17.5 MM. 5 U.,$ 7.490,,,False
3583,GENERICO,Pack De Llaves Inglesas Ajustables Universal Multifuncion,$ 5.990,$ 13.990,-57%,True
3584,GENERICO,Tijeras Podar Y Cortar Pasto 12p Mango Acero Antideslizante,$ 8.990,$ 15.600,-42%,True
3585,KAMASA,Coleto Carpintero Doble Cuero Porta Herramienta Km5001,$ 5.990,$ 9.200,-35%,True
3586,GENERICO,Agitador Magnético Con Placa De Calentamiento,$ 51.300,$ 59.990,,False
3587,INGCO,Pack 2 Prensa Rapida Madera Carpintero 18 Pulgadas,$ 14.500,$ 20.990,-31%,True
3588,3M,Cinta Aisladora Eléctrica Uso General 19 mm x 9 m Negra,$ 1.090,,,False
3589,TOTAL TOOLS,Clavos Para Clavadora 35mm 5000 Unidades,$ 9.500,$ 14.600,-35%,True
3590,MAKITA,Adaptador para sierra de copa bimetal 14 a 29mm con broca guia,$ 7.990,,,False
3591,FIXSER,Cordel yute 8 mm x 10 m,$ 10.790,,,False
3592,GENERICO,Tecle Manual Con Cadena 1 Toneladas X3 Metros,$ 35.990,$ 48.990,-27%,True
3593,DEWALT,Broca SDS Plus 10 mm,$ 7.967,,,False
3594,UBERMANN,Broca sds plus 12x260 mm,$ 10.063,,,False
3595,GENERICO,Llave Ganzua Laucha Destapador De Cañeria 5m 5mm Toolmak,$ 4.990,$ 5.990,,False
3596,GENERICO,Llave Chicharra Cuadrante 14 Pulgadas Toolmak,$ 5.990,$ 7.990,-25%,True
3597,GENERICO,Brocas Hss Conicas Paso A Paso De Cobalto Set 5pcs En maletin,$ 12.990,$ 13.990,,False
3598,DEWALT,Broca HSS para metal 10x120 mm,$ 4.582,,,False
3599,UBERMANN,Llave para tubo Acero inoxidable,$ 14.090,,,False
3600,UBERMANN,Broca sds plus 14x210 mm,$ 10.692,,,False
3601,GENERICO,Pack 2 Prensa Tipo C 6 Pulgadas Ferretools,$ 11.990,$ 18.400,-35%,True
3602,MAKAWA,Juego Adaptadores Para Taladro Punta Magnetica 5 Pcs Mk-0510,$ 6.500,$ 10.000,-35%,True
3603,UYUSTOOL,Set Kit Juego De Alicates 3 Piezas Uyustools,$ 12.500,$ 19.200,-35%,True
3604,GENERICO,Kit Set De Brocas Para Madera 3 Piezas Toolmak,$ 4.990,$ 7.700,-35%,True
3605,MAKAWA,Juego Hoja Broca Sierra Copa Para Madera 8 Piezas Makawa,$ 9.990,$ 10.990,,False
3606,INGCO,Adaptadores Para Taladro 12mm Punta Magnetica 3 Pcs Ingco,$ 5.500,$ 5.990,,False
3607,BOSCH,Adaptador de aspiración para esmeriles grandes GDE 230 FC-S,$ 329.990,,,False
3608,TOTAL TOOLS,Kit Juego Hoja Broca Sierra Copa Para Madera 7 Piezas,$ 5.990,$ 7.990,-25%,True
3609,GENERICO,Guia Corte Router Fresadora Carpintería Recto Y Circulo Univ…,$ 20.000,,,False
3610,GENERICO,Hilo Nylon P/ Orilladora Para Pasto 2.5mm X 15 Mts Toolmak,$ 2.990,$ 4.600,-35%,True
3611,TOTAL TOOLS,Set Juego Brocas Para Metal 15 Piezas,$ 37.990,$ 50.990,-25%,True
3612,KAMASA,Set De10 Puntas Philips Dobles S2 Ph2 Magnética,$ 6.390,,,False
3613,MAKITA,Fresa media caña 5/8" eje 1/2",$ 28.470,,,False
3614,BOSCH,Broca avellanadora para madera 12x20 mm,$ 14.990,,,False
3615,MAKITA,Broca para concreto 4x70 mm,$ 1.618,,,False
3616,CAMPBELL HAUSFELD,Set de acoples 4 unidades,$ 6.990,,,False
3617,DEWALT,Maleta Plástica Para Atornilladores Y Taladros Dewalt,$ 15.990,$ 24.990,-36%,True
3618,GENERICO,Set 3 Dobladora De Tubo De Resorte Pvc,$ 4.990,$ 11.990,-58%,True
3619,STIHL,Soplador a gasolina 1_1 HP 27_2 cc,$ 419.990,,,False
3620,TOTAL TOOLS,Kit Set Juego Brocas Para Metal 8 Piezas,$ 3.500,$ 5.400,-35%,True
3621,GENERICO,Kit Fresa 24 Pieza Madera 1/4 6.35mm Tupi Fresadora Crownman,$ 49.990,$ 74.990,-33%,True
3622,KAMASA,Brocas Avellanadoras Madera Plastico Pvc Punta Taladro 4 Pcs,$ 5.500,$ 7.990,-31%,True
3623,TOTAL TOOLS,Pack 2 Prensa Tipo C 4 Pulgadas (100mm),$ 14.500,$ 22.300,-35%,True
3624,UBERMANN,Set 20 piezas + puntas ubermann,$ 17.490,,,False
3625,BAUKER,Par de Carbones para Taladro 500w,$ 7.990,,,False
3626,GENERICO,Juego De Extension Flexible Para Taladro Destornillador Tmk,$ 3.990,$ 6.200,-36%,True
3627,ARROW,Grapa 1/2" 1250 unidades,$ 8.748,,,False
3628,TOTAL TOOLS,Bonete Disco Para Pulir 180mm Lana,$ 6.500,$ 6.990,,False
3629,KUANGYE,Kit Remachadora Tuerca 86 Piezas M3 A M8 Remache Ciego,$ 22.990,$ 57.475,-60%,True
3630,GENERICO,Set Kit Juego De Dados Macho Allen 7 Piezas Crownman,$ 10.990,$ 16.900,-35%,True
3631,OFERTABKN,Set 115 Pcs Destornilladores Precisión Torx Magnéticos,$ 6.990,$ 10.990,-36%,True
3632,MAKITA,Broca para bisagra 26x90 mm centradora,$ 7.343,,,False
3633,BAUKER,Nylon para orilladora 2_0 mm - largo 30 m,$ 2.990,,,False
3634,MAKITA,Broca zentro max 35x570 mm 4 cortes,$ 98.190,,,False
3635,GENERICO,Hilo Nylon P/ Orilladora Para Pasto 1.5mm X 24 Mts Toolmak,$ 2.500,$ 3.900,-36%,True
3636,TOTAL TOOLS,Clavos Para Clavadora Concreto 18mm 1000 Unds Total,$ 6.500,$ 8.990,-28%,True
3637,GENERICO,Juego Hoja Broca Sierra Copa Para Madera 11 Piezas Asaki,$ 6.500,$ 9.990,-35%,True
3638,KWB,Kit Set Juego Brocas Para Concreto 8 Piezas Kwb 109145,$ 6.500,$ 8.990,-28%,True
3639,MAKAWA,Juego Hoja Broca Sierra Copa Para Madera 8 Piezas Makawa,$ 9.990,$ 15.400,-35%,True
3640,GENERICO,Set Brocas Punta Flecha Cerámica Vidrio 5 Pcs Tmk19908,$ 5.500,$ 5.990,,False
3641,LIZCAL,Rodillo Espuma Poliéster Tipo Tenaza para Pintar Tubos / Perfiles,$ 6.990,,,False
3642,TOTAL TOOLS,Set de Alicates Aislados 3 Piezas TOTAL,$ 21.990,$ 29.990,-27%,True
3643,MAKITA,Fresa recta 3/8x1" 2 filos eje 1/2",$ 18.980,,,False
3644,BAUKER,Par de Carbones para Taladro 1.050w,$ 7.990,,,False
3645,NICHOLSON,Lima plana fina 6" acero,$ 7.990,,,False
3646,CAMPBELL HAUSFELD,Manguera de aire 3/8" 7_5 m,$ 22.990,,,False
3647,GENERICO,Kit Herramientas Jardinería Acero Rastrillo Tijera Podar,$ 15.000,$ 22.000,-32%,True
3648,GENERICO,Kit Herramientas Jardinería Acero Rastrillo Tijera Podar,$ 15.000,$ 22.000,-32%,True
3649,SIA,Banda de lija 3"x24" grano 120,$ 6.488,,,False
3650,GENERICO,Manómetro digital diferencial psi 2.00,$ 46.000,$ 49.990,,False
3651,UBERMANN,Pack 10 unidades brocas concreto 6 mm,$ 8.959,,,False
3652,GENERICO,Set Kit Juego De Dados Punta Estrella Torx 7 Piezas Crownman,$ 12.990,$ 17.990,-28%,True
3653,,Medidor agua fria 1/2" Composite Roscas Iguales con unión,$ 51.990,,,False
3654,GENERICO,Coleto Carpintero De Cuero Doble Porta Herramienta Tmk19831,$ 14.500,$ 22.300,-35%,True
3655,GENERICO,Set Kit Juego De Dados Torx Estrella Hembra 9 Pieza Crownman,$ 12.500,$ 17.990,-31%,True
3656,ERGO,Guante cuero combinado ergo,$ 4.490,,,False
3657,DEWALT,Set De 29 Puntas Dewalt Con Guía Magnética Dw2162,$ 12.940,$ 15.590,,False
3658,ESHOPANGIE,Guia Plantilla Para Tarugos Madera 6-8-10 Mm Brocas,$ 6.990,$ 11.990,-42%,True
3659,GENERICO,Llave Medidor De Torque Angular Crownman,$ 6.990,$ 9.990,-30%,True
3660,LIOI,Mango para pala madera,$ 4.790,,,False
3661,DEWALT,Soplador de aire eléctrico 800W,$ 161.990,,,False
3662,NORTON,Lija al Agua N° 1200,$ 390,,,False
3663,KUANGYE,Broca Cortadora Circular Ajustable Para Taladro 3 - 30 Cm,$ 9.990,$ 24.975,-60%,True
3664,GENERICO,Kit De Dados 3/8 Torx Estrella Macho Y Hembra 34 Piezas,$ 19.990,$ 23.990,,False
3665,UBERMANN,Adaptador impacto 60 mm ubermann,$ 8.490,,,False
3666,MAKITA,Esmeril Angular Inalámbrico 18v Makita Dga454z + 1 Bateria,$ 279.990,$ 359.990,-22%,True
3667,HUMBOLDT,Sonda carrete limpia cañerías 5 m,$ 6.790,,,False
3668,SIA,Banda de lija 3"x24" grano 80,$ 6.488,,,False
3669,KWB,Guia Adaptador Corte P/ Sierra Caladora Kwb 783600,$ 10.500,$ 16.100,-35%,True
3670,DEWALT,Adaptador hexagonal 22_2x6_4 mm,$ 33.990,,,False
3671,GENERICO,Kit Juego Dados Torx Estrella 1/2 Macho Hembra 18 Piezas Tmk,$ 25.500,$ 34.990,-27%,True
3672,GENERICO,Coleto Carpintero De Cuero Doble Porta Herramienta Tmk19830,$ 11.990,$ 18.400,-35%,True
3673,ERGO,Tijera jardín acero inoxidable 16_5 cm,$ 5.490,,,False
3674,ALPEN,Broca para madera 4 mm,$ 2.988,,,False
3675,GENERICO,Juego De Llaves Punta De Corona Con Chicharra,$ 12.990,$ 16.000,,False
3676,UBERMANN,Llave punta corona chicharra 11 mm cromo vanadio,$ 3.023,,,False
3677,INGCO,Bolsa Coleto Porta Herramientas 4 Bolsillos Para Cinturón,$ 4.500,$ 6.900,-35%,True
3678,TRAMONTINA,Pala cuadrada de metal negro,$ 10.690,,,False
3679,GENERICO,Carburador Sthil Ms170 Ms180 Ms180c 017 018,$ 14.990,,,False
3680,WEBER,Adhesivo Porcelanato Flex Piso y Muro Superficie Rígida 25 Kg,$ 12.990,,,False
3681,TOTAL TOOLS,Pack 2 Prensa Rapida Madera Carpintero 18 Pulgadas,$ 16.990,$ 20.990,,False
3682,GENERICO,Pack 2 Prensa Rapida Madera Carpintero 8 Pulgadas Crownman,$ 9.990,$ 13.990,-29%,True
3683,BROOKLYN,Set Destornilladores De Precision Brooklyn Juego 106 Piezas,$ 13.891,$ 26.990,-49%,True
3684,TOTAL TOOLS,Set Ceramista Embaldosado 11 Piezas TOTAL,$ 52.990,$ 74.990,-29%,True
3685,BROOKLYN,Set Destornilladores De Precision Brooklyn Juego 141 Piezas,$ 24.990,,,False
3686,HENKEL,Adhesivo de contacto Agorex 1 gl,$ 39.990,,,False
3687,TOTAL TOOLS,Bolsa Coleto Porta Herramientas 4 Bolsillos Para Cinturon,$ 3.990,$ 6.200,-36%,True
3688,WORKPRO,TIJERAS DE CORTAR PASTO MULTIFUNCION 23,$ 20.230,,,False
3689,CARRY ALL,Carrito de Compras Premium Vancouver Carro Feria 52 Litros,$ 99.990,$ 139.990,-29%,True
3690,IRWIN,Caiman curvo corta cable 7",$ 18.785,,,False
3691,DEWALT,Broca SDS Plus 8 mm,$ 7.512,,,False
3692,INGCO,Mochila Porta Herramientas Industrial Ingco 45x34x17 Hbp0101,$ 34.850,$ 41.990,,False
3693,ERGO,Barrehojas plástico 18 x 20 cm,$ 6.990,,,False
3694,ALPEN,Broca para concreto 14 mm,$ 5.780,,,False
3695,GENERICO,Tecle Manual Señorita 2 Toneladas Ton Power Puller,$ 19.990,,,False
3696,DEWALT,Broca HSS para metal 5x120 mm,$ 2.789,,,False
3697,GENERICO,Correas Arnés Cintas Traslados_ mudanzas Muebles Kit 4 piezas,$ 25.990,$ 29.990,,False
3698,HYUNDAI,Multifuncional para jardín 4 en 1 2 HP 52 cc,$ 359.990,,,False
3699,GENERICO,Naranja Alicate Pelacables Pinza Pela Cables Automática Awg10-24,$ 6.190,$ 18.990,-67%,True
3700,TOTAL TOOLS,Clavos Para Clavadora 15mm 5000 Unidades,$ 4.990,$ 6.900,-28%,True
3701,MAKITA,Set De Sierra Copa Bi-metal 162025324051mm D-47123 Makita,$ 63.900,,,False
3702,ERGO,Serrucho plegable 9",$ 8.990,,,False
3703,LEXO,Set de bases autoadhesivas amarra cables 19x19 mm 50 unidades,$ 3.490,,,False
3704,EVERSO,Juego Destornilladores Precisión 115 En 1 Teléfono Reloj Etc,$ 6.990,$ 12.990,-46%,True
3705,CONDOR,Brocha Condor Black 4",$ 7.197,,,False
3706,GENERICO,Raspador Sellador Silicona 5 En 1 Removedor Multifuncional,$ 4.890,$ 7.990,-39%,True
3707,GROWME,Baul De Juguetes Infantil Niños,$ 63.990,$ 109.990,-42%,True
3708,ERGO,Tijera anvil para jardín 20 cm de metal negro,$ 7.990,,,False
3709,ERGO,Horqueta puño "Y" mango de fibra de vidrio,$ 16.990,,,False
3710,ERGO,Hacha mango largo 5 lb,$ 22.990,,,False
3711,BLACK+DECKER,Repuesto - Kit orilladora 350W,$ 7.990,,,False
3712,ERGO,Pala 12 cm de aluminio plateado con mango,$ 4.990,,,False
3713,GENERICO,Pack X4 Prensa Escuadra Esquinera Para Madera Prensa Carpintero,$ 10.880,$ 14.290,-24%,True
3714,UBERMANN,Fresa moldura/rom 1-1/4x1/2",$ 10.439,,,False
3715,UBERMANN,Huincha de medir 8 metros metal,$ 20.321,,,False
3716,MAKAWA,Set Kit Juego De Destornilladores Electricos 6 Piezas Makawa,$ 5.500,$ 8.990,-39%,True
3717,STANLEY,Pala punta huevo mango telescopico,$ 9.990,,,False
3718,TRAMONTINA,Pala punta huevo mango de fibra 120 cm,$ 20.890,,,False
3719,ALPEN,Broca para madera centradora 5x86 mm,$ 3.486,,,False
3720,DE TODO Y MAS,Set 5 Brocas Forstner Bisagra_ Muebles De Cocina Y Puertas DETODOYMAS,$ 8.990,$ 12.580,-29%,True
3721,GENERICO,Tijera De Jardin 8 Pulgadas Toolmak,$ 5.990,$ 9.200,-35%,True
3722,IFIXIT,Kit de Destornilladores de precisión con 64 piezas Ifixit,$ 69.990,,,False
3723,MUNDO MAGIA,Juego Set Dados De Impacto 1/2_ 10 Piezas De 10 A 24 Mm,$ 7.990,,,False
3724,GENERICO,Juego de Dados con Chicharra - 20 Piezas,$ 39.990,,,False
3725,BAHCO,Serrucho 558 mm acero,$ 18.187,,,False
3726,IRWIN,Arco de sierra 17" aluminio para metales,$ 17.890,,,False
3727,GENERICO,Medidor Sonido Ruido Sonómetro Decibelios,$ 20.990,$ 24.990,,False
3728,UBERMANN,Alicate de punta 8" 23_8x10x4 cm,$ 11.990,,,False
3729,ALPEN,Lija en rollo 1 m grano 120,$ 10.590,,,False
3730,UBERMANN,Hoja c/recto madera 65x40 mm,$ 7.799,,,False
3731,TOTAL TOOLS,Destornillador Paleta Imantado Sl8 200mm,$ 3.500,$ 5.400,-35%,True
3732,CARRY ALL,Carro de carga plegable tipo plataforma 150 kilos,$ 24.990,$ 59.990,-58%,True
3733,CERESITA,Esmalte Sintetico Cereluxe Aquatech Negro 1/4gl,$ 11.998,,,False
3734,KARSON,Punto acero 10 pulgadas.,$ 2.690,,,False
3735,GENERICO,Pistola De Calor Aire Caliente 2000w,$ 16.990,$ 28.990,-41%,True
3736,TOTAL TOOLS,Destornillador Paleta Imantado Sl55 100mm,$ 2.500,$ 3.900,-36%,True
3737,MAKAWA,Juego De Destornilladores Para Electronica 6 Piezas Makawa,$ 5.990,$ 9.200,-35%,True
3738,F3C,Set de nivelación porcelanato,$ 30.990,,,False
3739,TOTAL TOOLS,Destornillador Torx Imantado T20 150mm,$ 2.990,$ 4.600,-35%,True
3740,GENERICO,Juego De Destornilladores De Precision 6 Piezas Toolmak,$ 3.500,$ 5.400,-35%,True
3741,GENERICO,Banano - Coleto Cinturon Porta Herramientas 82580,$ 7.990,$ 9.990,-20%,True
3742,STANLEY,Cinturón Porta Herramientas Tela STST511304LA Stanley,$ 28.990,$ 33.990,,False
3743,TOPEX,Galón 3 litros imprimante para revestimiento asfáltico,$ 17.567,,,False
3744,KUANGYE,2 Platos Base Repuesto Para Dewalt Lijadora Orbital,$ 11.990,$ 29.975,-60%,True
3745,EINHELL,Herramienta Oscilante Multiuso Varrito 18v Bat Carg Einhell,$ 129.990,$ 170.990,-24%,True
3746,UBERMANN,Micrometro mediano externa 25-50 mm,$ 14.990,,,False
3747,MAKAWA,Micrometro Exterior 25 - 50 Mm 0.01 Mm Makawa,$ 11.500,$ 17.700,-35%,True
3748,STANLEY,Nivel de aluminio 18'' gris,$ 13.990,,,False
3749,GENERICO,puntas desbaste para taladro universal,$ 12.990,,,False
3750,GENERICO,Coleto Carpintero Portaherramienta Sencillo De Cuero,$ 7.500,$ 11.990,-37%,True
3751,STANLEY,Set de puntas para destornillador Phillips #2 5 unidades,$ 7.990,,,False
3752,GARDENA,Tijeron cortarramas 500,$ 46.990,,,False
3753,IRWIN,Caimán curvo corta cable 10",$ 17.890,,,False
3754,GENERICO,Set Kit Juego De Destornilladores Electricos 6 Pieza Toolmak,$ 10.500,$ 13.990,-25%,True
3755,GENERICO,Kit Juego De Destornilladores Para Celular 6 Piezas Toolmak,$ 3.990,$ 6.200,-36%,True
3756,GENERICO,Maquina De Broches + 1000 Ojetillos De 1/2 + Matriz De 1/2,$ 30.990,,,False
3757,STANLEY,Llave para filtro de aceite 73-83 mm,$ 10.990,,,False
3758,TOTAL TOOLS,Kit Set Juego Destornilladores 4 Piezas,$ 5.500,$ 7.990,-31%,True
3759,GENERICO,Piola Cable De Acero 2.0 Mm Rollo 100 Metros Galvanizado,$ 14.500,$ 22.300,-35%,True
3760,DEWALT,Broca SDS Plus 10 mm,$ 9.560,,,False
3761,INGCO,Kit Set Juego Destornilladores 8 Piezas,$ 10.500,$ 16.100,-35%,True
3762,TOTAL TOOLS,Kit Destornillador 8 En 1 Total Tacsds0706,$ 3.990,$ 5.990,-33%,True
3763,TOTAL TOOLS,Juego Destornillador Puntas 6 En 1,$ 3.990,$ 4.990,-20%,True
3764,TOTAL TOOLS,Kit Set Juego Destornillador Ratchet 8 Pcs Total Tacsd30086,$ 4.990,$ 7.990,-38%,True
3765,F3C,Pistola calafatera de doble refuerzo,$ 3.690,,,False
3766,TORREWS,Regla localizadora para cerámica y porcelanato,$ 17.190,,,False
3767,GENERICO,Set Kit Juego De Destornilladores De Golpe 6 Piezas Crownman,$ 7.990,$ 10.990,-27%,True
3768,GENERICO,Set Destornilladores Multiherramienta 23 En 1 Destornillador,$ 7.990,,,False
3769,MAKITA,Broca para concreto 5x85 mm,$ 1.821,,,False
3770,STANLEY,Juego De Formones 3 Piezas Serie 5000 Stanley 16-125la,$ 14.990,,,False
3771,TOTAL TOOLS,Destornillador Ratchet 13 En 1,$ 5.990,$ 7.990,-25%,True
3772,TOTAL TOOLS,Destornillador Flexible Con Juego Puntas 12 Piezas,$ 5.500,$ 8.500,-35%,True
3773,STIHL,Juego limado cadena MS170/210,$ 22.990,,,False
3774,FIXSER,Tarugo 8mm más roscalata 50mm 39 unidades,$ 4.490,,,False
3775,CARRY ALL,Carrito de Compras Plegable Perth Carro Feria Carga Gray,$ 44.990,$ 84.990,-47%,True
3776,KUANGYE,Alicate Crimpadora Mc4 Solar Con Conectores,$ 16.090,$ 40.225,-60%,True
3777,GENERICO,Set Kit Juego De Destornilladores De Golpe 6 Piezas Crownman,$ 7.500,$ 11.500,-35%,True
3778,MAKITA,Bolso Semirígido Herramientas Profesionales Makita 831253-8,$ 23.900,,,False
3779,UBERMANN,Kit mototool 25000 RPM,$ 31.990,,,False
3780,GENERICO,Broca Espiral De Acero/carbono Para Jardinería/maceta 8x18cm,$ 16.990,,,False
3781,GENERICO,Broca Espiral De Acero/carbono Para Jardinería/maceta 8x30cm,$ 16.990,,,False
3782,MAKAWA,Coleto Carpintero Simple Con Porta Martillo Makawa,$ 7.500,$ 11.990,-37%,True
3783,TOTAL TOOLS,Destornillador Ratchet 13 En 1,$ 5.990,$ 9.200,-35%,True
3784,HUSQVARNA,Aceite motor 2 tiempos - 100 ml,$ 2.990,,,False
3785,INGCO,Coleto Carpintero Simple Doble Porta Martillo,$ 12.990,$ 15.990,,False
3786,OREGON,Cadena para motosierra 3/8" 14",$ 18.990,,,False
3787,GENERICO,Cortadora de pasto a gasolina 20pulg 173cc,$ 349.000,,,False
3788,ERGO,Tijera jardín multiuso 5 en 1,$ 8.990,,,False
3789,STEELPRO,Guante cut5 anti impacto latex,$ 4.990,,,False
3790,MAKAWA,Coleto Carpintero Portaherramienta Doble Cuero Mk-et02,$ 8.990,$ 11.990,-25%,True
3791,TOTAL TOOLS,Hacha De Mano Mango Fibra De Vidrio 600grs,$ 8.500,$ 11.990,-29%,True
3792,MAKAWA,Tijera Para Podar 230mm 9 Pulgadas Makawa Mk0013,$ 5.500,$ 8.500,-35%,True
3793,GENERICO,Tecle Señorita 2 Toneladas Manual Crownman,$ 19.890,$ 48.990,-59%,True
3794,GENERICO,Coleto Carpintero Portaherramienta Doble De Cuero,$ 11.500,$ 16.990,-32%,True
3795,TOTAL TOOLS,Hacha De Mano Mango Fibra De Vidrio 800grs,$ 9.500,$ 14.990,-37%,True
3796,GENERICO,Gancho Amarre Alambre Rápida Torción 1un,$ 20.000,,,False
3797,TOTAL TOOLS,Juego Broca Sierra Copa Diamantada 6 Piezas Total Tac44061,$ 18.500,$ 26.990,-31%,True
3798,PROPAC,Propack 20 pares guantes pigmentados PVC antideslizante,$ 10.494,,,False
3799,PLASMET,Pala punta de huevo acero,$ 11.490,,,False
3800,FLOWMAK,Set Herramientas 3x2 Esmeril + Taladro Atornillador+linterna,$ 210.290,$ 378.130,-44%,True
3801,MAKITA,Hoja para sierra caladora 127 mm,$ 5.943,,,False
3802,UBERMANN,Fresa rom 1-3/8x11/16x60.5mm,$ 10.439,,,False
3803,SIA,Lija bda 3x18 gr 60 dspx2,$ 4.931,,,False
3804,GENERICO,Hacha camping punta tomahawk con funda ac57,$ 19.900,,,False
3805,GARDENA,Pala angosta 6 cm metal,$ 5.390,,,False
3806,UBERMANN,Broca para concreto 9x152 mm V-Hex,$ 3.569,,,False
3807,EVERSO,Detector De Metales Pinpointer Varita Puntero De Impermeable,$ 13.990,$ 27.990,-50%,True
3808,SIA,Lija bda 3x18 gr 100 dspx2,$ 4.931,,,False
3809,MAKAWA,Micrometro Exterior 125 - 150 Mm 0.01 Mm,$ 44.500,$ 68.200,-35%,True
3810,BAEK MA,Tijera Acero Vendimia,$ 11.990,,,False
3811,GENERICO,Alexometro Reloj Comparador Interiores 50-160mm,$ 58.990,$ 64.990,,False
3812,GENERICO,Alicate Sacabocado Perforador 9 Pulgadas Crownman,$ 3.990,$ 6.200,-36%,True
3813,STANLEY,Juego destornilladores 6 unidades,$ 12.990,,,False
3814,ADLER,Disco Desbrozadora de 80 dientes diamantado,$ 14.990,,,False
3815,GENERICO,Medidor Digital 4 En 1 TDS/PH/EC/Temperatura,$ 28.300,$ 34.990,,False
3816,GENERICO,Vacuometro Medidor Vacio Y Bomba Combustible Automotriz,$ 27.990,$ 42.900,-35%,True
3817,NICHOLSON,Hoja de sierra 18 dientes 12" bimetal,$ 4.819,,,False
3818,OFERTABKN,Detector Metal Madera Vigas Cableado 3 En 1 Detector Pared,$ 13.990,,,False
3819,GENERICO,Manifold Manómetros Árbol de Carga R32 -R410A - R134A -R404A,$ 70.000,$ 90.000,-22%,True
3820,ERGO,Hacha mango tubular 20 oz,$ 7.990,,,False
3821,GENERICO,Mascara Soldar Fotosensible Cintillo Acolchado Guantes,$ 26.990,$ 39.990,-33%,True
3822,GRIFESA,Cachimba Bronce HILO IZQ C/ESPIGA 3/8" x 1/2" 1u,$ 3.990,,,False
3823,GENERICO,Nivel Laser Autonivel Gira En 360 Grados,$ 27.200,$ 32.990,,False
3824,ENERGIZER,Pistola Para Pintar 400 Watts Copon 900 ML,$ 59.990,,,False
3825,TESA,Tornillo adhesivo ajustable para paredes pintadas y yeso 1 kg,$ 4.690,,,False
